bucket,avg_fwd_ret,date,feature_set,model,horizon_days
3,0.008254311427851824,2023-07-28,F1_momentum,random_forest,1
4,0.016517961974553907,2023-07-28,F1_momentum,random_forest,1
5,0.028883122406810124,2023-07-28,F1_momentum,random_forest,1
1,0.005241705032520749,2023-07-31,F1_momentum,random_forest,1
2,-0.017479024605987936,2023-07-31,F1_momentum,random_forest,1
3,0.0023087734831260254,2023-07-31,F1_momentum,random_forest,1
4,0.01651611295502997,2023-07-31,F1_momentum,random_forest,1
5,-0.004073067755504756,2023-07-31,F1_momentum,random_forest,1
1,0.0024907417115832553,2023-08-01,F1_momentum,random_forest,1
2,-0.0016909490150638362,2023-08-01,F1_momentum,random_forest,1
3,0.01526032835040414,2023-08-01,F1_momentum,random_forest,1
4,-0.00909746122222077,2023-08-01,F1_momentum,random_forest,1
5,0.0005800961673634863,2023-08-01,F1_momentum,random_forest,1
1,-0.003957182636653178,2023-08-02,F1_momentum,random_forest,1
2,-0.019062857619048024,2023-08-02,F1_momentum,random_forest,1
3,-0.005755430805765738,2023-08-02,F1_momentum,random_forest,1
4,-0.02021416080004723,2023-08-02,F1_momentum,random_forest,1
5,-0.010251990237657715,2023-08-02,F1_momentum,random_forest,1
1,0.0019354773467694097,2023-08-03,F1_momentum,random_forest,1
2,0.008554729397685312,2023-08-03,F1_momentum,random_forest,1
3,0.004925661888585453,2023-08-03,F1_momentum,random_forest,1
4,0.0021189127653582496,2023-08-03,F1_momentum,random_forest,1
5,-0.0063694982851738025,2023-08-03,F1_momentum,random_forest,1
1,0.014289770358383969,2023-08-04,F1_momentum,random_forest,1
2,0.028934352545702646,2023-08-04,F1_momentum,random_forest,1
3,0.009451454260516079,2023-08-04,F1_momentum,random_forest,1
4,-0.00360877320914077,2023-08-04,F1_momentum,random_forest,1
5,0.018716950293701684,2023-08-04,F1_momentum,random_forest,1
1,0.009062505473291349,2023-08-07,F1_momentum,random_forest,1
2,0.009398435915719983,2023-08-07,F1_momentum,random_forest,1
3,0.007972467895584145,2023-08-07,F1_momentum,random_forest,1
4,0.030542223592710416,2023-08-07,F1_momentum,random_forest,1
5,-0.0013207529230276904,2023-08-07,F1_momentum,random_forest,1
1,0.003833076113378575,2023-08-08,F1_momentum,random_forest,1
2,0.0015860331437040909,2023-08-08,F1_momentum,random_forest,1
3,-0.00525241794167336,2023-08-08,F1_momentum,random_forest,1
4,-0.017566163606815732,2023-08-08,F1_momentum,random_forest,1
5,0.0032579373727465444,2023-08-08,F1_momentum,random_forest,1
1,0.011393201369861217,2023-08-09,F1_momentum,random_forest,1
2,0.00208683918037722,2023-08-09,F1_momentum,random_forest,1
3,0.013372893176201273,2023-08-09,F1_momentum,random_forest,1
4,-0.002439126909996703,2023-08-09,F1_momentum,random_forest,1
5,0.012146037316589253,2023-08-09,F1_momentum,random_forest,1
1,0.0003445561770825112,2023-08-10,F1_momentum,random_forest,1
2,0.008340570062665309,2023-08-10,F1_momentum,random_forest,1
3,0.00974272915505292,2023-08-10,F1_momentum,random_forest,1
4,-0.021989021593823543,2023-08-10,F1_momentum,random_forest,1
5,-0.0009841551691204264,2023-08-10,F1_momentum,random_forest,1
1,0.012061320092203398,2023-08-11,F1_momentum,random_forest,1
2,0.02399118466108896,2023-08-11,F1_momentum,random_forest,1
3,0.007975928249688735,2023-08-11,F1_momentum,random_forest,1
4,0.012298169991486363,2023-08-11,F1_momentum,random_forest,1
5,0.010681322893809075,2023-08-11,F1_momentum,random_forest,1
1,-0.004231504494911775,2023-08-14,F1_momentum,random_forest,1
2,-0.012666316205256378,2023-08-14,F1_momentum,random_forest,1
3,0.0022243802406190505,2023-08-14,F1_momentum,random_forest,1
4,0.011972153885855708,2023-08-14,F1_momentum,random_forest,1
5,0.007550215580960584,2023-08-14,F1_momentum,random_forest,1
1,0.005009095809692887,2023-08-15,F1_momentum,random_forest,1
2,-6.874108713827987e-05,2023-08-15,F1_momentum,random_forest,1
3,-0.0071618356317877385,2023-08-15,F1_momentum,random_forest,1
4,-0.0010485391638214159,2023-08-15,F1_momentum,random_forest,1
5,0.009661127041626805,2023-08-15,F1_momentum,random_forest,1
1,0.01180101662561639,2023-08-16,F1_momentum,random_forest,1
2,-0.002642975533058256,2023-08-16,F1_momentum,random_forest,1
3,0.004491048061959435,2023-08-16,F1_momentum,random_forest,1
4,-0.006906284925427109,2023-08-16,F1_momentum,random_forest,1
5,0.000669751037359112,2023-08-16,F1_momentum,random_forest,1
1,-0.027424820016962115,2023-08-17,F1_momentum,random_forest,1
2,-0.02962093712675784,2023-08-17,F1_momentum,random_forest,1
3,-0.037103695473774234,2023-08-17,F1_momentum,random_forest,1
4,-0.029681652116792967,2023-08-17,F1_momentum,random_forest,1
5,-0.01993281860221896,2023-08-17,F1_momentum,random_forest,1
1,0.01085638416097462,2023-08-18,F1_momentum,random_forest,1
2,0.004702107905816932,2023-08-18,F1_momentum,random_forest,1
3,0.0030253983051447553,2023-08-18,F1_momentum,random_forest,1
4,0.0031099748247620518,2023-08-18,F1_momentum,random_forest,1
5,0.011281710840949644,2023-08-18,F1_momentum,random_forest,1
1,-0.028225559276766343,2023-08-21,F1_momentum,random_forest,1
2,-0.04137572934418532,2023-08-21,F1_momentum,random_forest,1
3,-0.027903930817322786,2023-08-21,F1_momentum,random_forest,1
4,-0.04907406017819127,2023-08-21,F1_momentum,random_forest,1
5,-0.046978468393153006,2023-08-21,F1_momentum,random_forest,1
1,-0.027576395892909,2023-08-22,F1_momentum,random_forest,1
2,0.004960182182656592,2023-08-22,F1_momentum,random_forest,1
3,-0.0022741176827076326,2023-08-22,F1_momentum,random_forest,1
4,-0.005161574949366532,2023-08-22,F1_momentum,random_forest,1
5,-0.008130549184326541,2023-08-22,F1_momentum,random_forest,1
1,-0.0006099335449855081,2023-08-23,F1_momentum,random_forest,1
2,0.011333563266897828,2023-08-23,F1_momentum,random_forest,1
3,0.01076634090723294,2023-08-23,F1_momentum,random_forest,1
4,0.01807399201200255,2023-08-23,F1_momentum,random_forest,1
5,0.010261188038429903,2023-08-23,F1_momentum,random_forest,1
1,0.012742935222368357,2023-08-24,F1_momentum,random_forest,1
2,0.007652419124334786,2023-08-24,F1_momentum,random_forest,1
3,0.015571615939188321,2023-08-24,F1_momentum,random_forest,1
4,0.007349556873448737,2023-08-24,F1_momentum,random_forest,1
5,0.0060888794800949,2023-08-24,F1_momentum,random_forest,1
1,-0.006408457634834497,2023-08-25,F1_momentum,random_forest,1
2,-0.025881531105290234,2023-08-25,F1_momentum,random_forest,1
3,-0.005614402005610752,2023-08-25,F1_momentum,random_forest,1
4,0.004718126284443791,2023-08-25,F1_momentum,random_forest,1
5,-0.01782568780261995,2023-08-25,F1_momentum,random_forest,1
1,-0.0076901392435538285,2023-08-28,F1_momentum,random_forest,1
2,-0.024106753692243132,2023-08-28,F1_momentum,random_forest,1
3,-9.700071821233669e-05,2023-08-28,F1_momentum,random_forest,1
4,0.010868839159459798,2023-08-28,F1_momentum,random_forest,1
5,-0.011450551190830438,2023-08-28,F1_momentum,random_forest,1
1,0.0037399635738568637,2023-08-29,F1_momentum,random_forest,1
2,-0.003018827780037814,2023-08-29,F1_momentum,random_forest,1
3,0.008610817276242133,2023-08-29,F1_momentum,random_forest,1
4,0.025328000456382727,2023-08-29,F1_momentum,random_forest,1
5,0.006759748555061784,2023-08-29,F1_momentum,random_forest,1
1,-0.01102888029950655,2023-08-30,F1_momentum,random_forest,1
2,-0.004225086826629476,2023-08-30,F1_momentum,random_forest,1
3,-0.002038421274033031,2023-08-30,F1_momentum,random_forest,1
4,-0.0110966137161439,2023-08-30,F1_momentum,random_forest,1
5,-0.0100220873046441,2023-08-30,F1_momentum,random_forest,1
1,0.014559459456371271,2023-08-31,F1_momentum,random_forest,1
2,0.023440245121245873,2023-08-31,F1_momentum,random_forest,1
3,0.035198807062260196,2023-08-31,F1_momentum,random_forest,1
4,0.01351566033026641,2023-08-31,F1_momentum,random_forest,1
5,0.03652266780398028,2023-08-31,F1_momentum,random_forest,1
1,-0.008181638497114951,2023-09-01,F1_momentum,random_forest,1
2,0.021604613220466584,2023-09-01,F1_momentum,random_forest,1
3,-0.009418268288748088,2023-09-01,F1_momentum,random_forest,1
4,-0.006024152997146648,2023-09-01,F1_momentum,random_forest,1
5,-0.0026057315714803075,2023-09-01,F1_momentum,random_forest,1
1,0.009588662542266091,2023-09-04,F1_momentum,random_forest,1
2,0.005887702603944778,2023-09-04,F1_momentum,random_forest,1
3,-0.0025845800501324567,2023-09-04,F1_momentum,random_forest,1
4,-0.0010777742772243304,2023-09-04,F1_momentum,random_forest,1
5,-0.003902545623474918,2023-09-04,F1_momentum,random_forest,1
1,0.024485484649245715,2023-09-05,F1_momentum,random_forest,1
2,0.012727815142552945,2023-09-05,F1_momentum,random_forest,1
3,0.020117729297710052,2023-09-05,F1_momentum,random_forest,1
4,0.025829982310647592,2023-09-05,F1_momentum,random_forest,1
5,0.0065419568761257985,2023-09-05,F1_momentum,random_forest,1
1,-0.002027295424774256,2023-09-06,F1_momentum,random_forest,1
2,0.006992106906510642,2023-09-06,F1_momentum,random_forest,1
3,0.009710005660865106,2023-09-06,F1_momentum,random_forest,1
4,0.011788037493982495,2023-09-06,F1_momentum,random_forest,1
5,0.0005079666601220945,2023-09-06,F1_momentum,random_forest,1
1,-0.017452388501728477,2023-09-07,F1_momentum,random_forest,1
2,0.007473673939686343,2023-09-07,F1_momentum,random_forest,1
3,-0.003010605335309613,2023-09-07,F1_momentum,random_forest,1
4,-0.019539641048222478,2023-09-07,F1_momentum,random_forest,1
5,-0.006426729552937438,2023-09-07,F1_momentum,random_forest,1
1,-0.01218795259283667,2023-09-08,F1_momentum,random_forest,1
2,-0.004147045413616546,2023-09-08,F1_momentum,random_forest,1
3,0.011871587295522512,2023-09-08,F1_momentum,random_forest,1
4,-0.004116017924656434,2023-09-08,F1_momentum,random_forest,1
5,-0.018932343127262052,2023-09-08,F1_momentum,random_forest,1
1,0.00962306713066119,2023-09-11,F1_momentum,random_forest,1
2,0.010251731763850414,2023-09-11,F1_momentum,random_forest,1
3,-0.010760301355669744,2023-09-11,F1_momentum,random_forest,1
4,0.0056500579269653795,2023-09-11,F1_momentum,random_forest,1
5,0.0038161148155761992,2023-09-11,F1_momentum,random_forest,1
1,-0.005843786812955665,2023-09-12,F1_momentum,random_forest,1
2,-0.015272794377035215,2023-09-12,F1_momentum,random_forest,1
3,-0.023199994091899823,2023-09-12,F1_momentum,random_forest,1
4,0.0003852212813080236,2023-09-12,F1_momentum,random_forest,1
5,-0.009431127515575066,2023-09-12,F1_momentum,random_forest,1
1,-0.0010017397939962036,2023-09-13,F1_momentum,random_forest,1
2,0.008261299136747224,2023-09-13,F1_momentum,random_forest,1
3,-0.008020384782560508,2023-09-13,F1_momentum,random_forest,1
4,-0.03931732945339761,2023-09-13,F1_momentum,random_forest,1
5,0.006814445417288262,2023-09-13,F1_momentum,random_forest,1
1,0.0063933039077391784,2023-09-14,F1_momentum,random_forest,1
2,0.020981649876270048,2023-09-14,F1_momentum,random_forest,1
3,-0.005666290376920069,2023-09-14,F1_momentum,random_forest,1
4,0.007844024939822614,2023-09-14,F1_momentum,random_forest,1
5,-0.009683085906621092,2023-09-14,F1_momentum,random_forest,1
1,-0.003955390585146268,2023-09-15,F1_momentum,random_forest,1
2,0.0028803898768849923,2023-09-15,F1_momentum,random_forest,1
3,0.004051006698216786,2023-09-15,F1_momentum,random_forest,1
4,0.005157920433610297,2023-09-15,F1_momentum,random_forest,1
5,0.013934903468330817,2023-09-15,F1_momentum,random_forest,1
1,-0.006496656405324319,2023-09-18,F1_momentum,random_forest,1
2,0.013142704188195076,2023-09-18,F1_momentum,random_forest,1
3,0.006010609564148228,2023-09-18,F1_momentum,random_forest,1
4,-0.021039479316173004,2023-09-18,F1_momentum,random_forest,1
5,0.0008334443291112548,2023-09-18,F1_momentum,random_forest,1
1,-0.002466510969586666,2023-09-19,F1_momentum,random_forest,1
2,-0.029794908720104263,2023-09-19,F1_momentum,random_forest,1
3,-0.005151082235720417,2023-09-19,F1_momentum,random_forest,1
4,-0.0020539653023634585,2023-09-19,F1_momentum,random_forest,1
5,0.0034013604802283215,2023-09-19,F1_momentum,random_forest,1
1,-0.020278125642700318,2023-09-20,F1_momentum,random_forest,1
2,0.0012519317353121284,2023-09-20,F1_momentum,random_forest,1
3,-0.02166095995744538,2023-09-20,F1_momentum,random_forest,1
4,0.015625559003255685,2023-09-20,F1_momentum,random_forest,1
5,0.001508250400159561,2023-09-20,F1_momentum,random_forest,1
1,-0.0007809132237571181,2023-09-21,F1_momentum,random_forest,1
2,0.006166523796964141,2023-09-21,F1_momentum,random_forest,1
3,0.01177160408025879,2023-09-21,F1_momentum,random_forest,1
4,-8.145322213382045e-07,2023-09-21,F1_momentum,random_forest,1
5,-0.010055685670924464,2023-09-21,F1_momentum,random_forest,1
1,0.009538218976212098,2023-09-22,F1_momentum,random_forest,1
2,0.0022920115751268177,2023-09-22,F1_momentum,random_forest,1
3,0.0033392660653303596,2023-09-22,F1_momentum,random_forest,1
4,0.004860132436856457,2023-09-22,F1_momentum,random_forest,1
5,0.0014691276535840903,2023-09-22,F1_momentum,random_forest,1
1,-0.023669338102379867,2023-09-25,F1_momentum,random_forest,1
2,-0.013293897651658448,2023-09-25,F1_momentum,random_forest,1
3,0.004524274338918055,2023-09-25,F1_momentum,random_forest,1
4,-0.027114816425143684,2023-09-25,F1_momentum,random_forest,1
5,-0.0155226010422716,2023-09-25,F1_momentum,random_forest,1
1,-0.0022188629327952736,2023-09-26,F1_momentum,random_forest,1
2,-0.005156472355955066,2023-09-26,F1_momentum,random_forest,1
3,-0.00798816863038232,2023-09-26,F1_momentum,random_forest,1
4,0.015068896623986916,2023-09-26,F1_momentum,random_forest,1
5,-0.011791139288616914,2023-09-26,F1_momentum,random_forest,1
1,0.009836780487196273,2023-09-27,F1_momentum,random_forest,1
2,0.03242786542176068,2023-09-27,F1_momentum,random_forest,1
3,0.008624039004372697,2023-09-27,F1_momentum,random_forest,1
4,0.02049411570600901,2023-09-27,F1_momentum,random_forest,1
5,0.013347489929415701,2023-09-27,F1_momentum,random_forest,1
1,-0.008693265862842414,2023-09-28,F1_momentum,random_forest,1
2,0.0044050623459801486,2023-09-28,F1_momentum,random_forest,1
3,-0.005397041200976949,2023-09-28,F1_momentum,random_forest,1
4,-0.003258407038023048,2023-09-28,F1_momentum,random_forest,1
5,-0.0004688894591417525,2023-09-28,F1_momentum,random_forest,1
1,-0.010540484448314902,2023-09-29,F1_momentum,random_forest,1
2,-0.010515338172544908,2023-09-29,F1_momentum,random_forest,1
3,-0.015553574276587045,2023-09-29,F1_momentum,random_forest,1
4,-0.008469289800083768,2023-09-29,F1_momentum,random_forest,1
5,-0.006125061731475867,2023-09-29,F1_momentum,random_forest,1
1,-0.004841283166844901,2023-10-02,F1_momentum,random_forest,1
2,0.012222388422710173,2023-10-02,F1_momentum,random_forest,1
3,0.0005651759916319166,2023-10-02,F1_momentum,random_forest,1
4,0.013543078202135739,2023-10-02,F1_momentum,random_forest,1
5,0.009587337684935915,2023-10-02,F1_momentum,random_forest,1
1,-0.0043433911064218456,2023-10-03,F1_momentum,random_forest,1
2,-0.0039722935372632495,2023-10-03,F1_momentum,random_forest,1
3,0.0032213763709485477,2023-10-03,F1_momentum,random_forest,1
4,0.028203537855115535,2023-10-03,F1_momentum,random_forest,1
5,0.010826951125885165,2023-10-03,F1_momentum,random_forest,1
1,-0.02218887576865841,2023-10-04,F1_momentum,random_forest,1
2,-0.01743391005731465,2023-10-04,F1_momentum,random_forest,1
3,-0.005730096536881724,2023-10-04,F1_momentum,random_forest,1
4,-0.031997366022640916,2023-10-04,F1_momentum,random_forest,1
5,-0.016120912744966576,2023-10-04,F1_momentum,random_forest,1
1,0.0013874333781820347,2023-10-05,F1_momentum,random_forest,1
2,-0.0066347253697733866,2023-10-05,F1_momentum,random_forest,1
3,0.0017847304553156307,2023-10-05,F1_momentum,random_forest,1
4,0.00914594617904263,2023-10-05,F1_momentum,random_forest,1
5,0.00875488420305448,2023-10-05,F1_momentum,random_forest,1
1,0.011731002815834612,2023-10-06,F1_momentum,random_forest,1
2,0.011841843125639295,2023-10-06,F1_momentum,random_forest,1
3,0.0016748232588251755,2023-10-06,F1_momentum,random_forest,1
4,-0.00033216527011326047,2023-10-06,F1_momentum,random_forest,1
5,0.008388162130712917,2023-10-06,F1_momentum,random_forest,1
1,-0.018689185113557272,2023-10-09,F1_momentum,random_forest,1
2,0.0005331543498268143,2023-10-09,F1_momentum,random_forest,1
3,-0.010089776764550584,2023-10-09,F1_momentum,random_forest,1
4,0.01356647834868796,2023-10-09,F1_momentum,random_forest,1
5,0.016978531966227894,2023-10-09,F1_momentum,random_forest,1
1,0.004035834203079958,2023-10-10,F1_momentum,random_forest,1
2,0.006053292979831815,2023-10-10,F1_momentum,random_forest,1
3,0.0045879815834661275,2023-10-10,F1_momentum,random_forest,1
4,0.03112319126393226,2023-10-10,F1_momentum,random_forest,1
5,0.011670233474235459,2023-10-10,F1_momentum,random_forest,1
1,-0.009439022538776987,2023-10-11,F1_momentum,random_forest,1
2,-0.010954121923195781,2023-10-11,F1_momentum,random_forest,1
3,-0.011999162615274173,2023-10-11,F1_momentum,random_forest,1
4,-0.012075387322330822,2023-10-11,F1_momentum,random_forest,1
5,-0.02352501690255432,2023-10-11,F1_momentum,random_forest,1
1,0.012257435497247449,2023-10-12,F1_momentum,random_forest,1
2,0.021682072401837615,2023-10-12,F1_momentum,random_forest,1
3,-0.004460389960206257,2023-10-12,F1_momentum,random_forest,1
4,-0.0004642198972392153,2023-10-12,F1_momentum,random_forest,1
5,0.015291377202843792,2023-10-12,F1_momentum,random_forest,1
1,0.014795097978388738,2023-10-13,F1_momentum,random_forest,1
2,-0.022107180686916195,2023-10-13,F1_momentum,random_forest,1
3,-0.007372291889061522,2023-10-13,F1_momentum,random_forest,1
4,-0.010996194757299071,2023-10-13,F1_momentum,random_forest,1
5,0.0012179819803793679,2023-10-13,F1_momentum,random_forest,1
1,-0.005472940126605486,2023-10-16,F1_momentum,random_forest,1
2,-0.003608413226069973,2023-10-16,F1_momentum,random_forest,1
3,-0.0063432798756900555,2023-10-16,F1_momentum,random_forest,1
4,-0.005767396756128473,2023-10-16,F1_momentum,random_forest,1
5,-0.01449147497739356,2023-10-16,F1_momentum,random_forest,1
1,0.028780113185164158,2023-10-17,F1_momentum,random_forest,1
2,0.0013583036537021531,2023-10-17,F1_momentum,random_forest,1
3,0.015799308265440737,2023-10-17,F1_momentum,random_forest,1
4,0.011268544333476793,2023-10-17,F1_momentum,random_forest,1
5,0.015059307116781384,2023-10-17,F1_momentum,random_forest,1
1,0.019814069557292924,2023-10-18,F1_momentum,random_forest,1
2,-0.018739773200458054,2023-10-18,F1_momentum,random_forest,1
3,0.02122582584399413,2023-10-18,F1_momentum,random_forest,1
4,0.011223526874275302,2023-10-18,F1_momentum,random_forest,1
5,-0.00010725698637653602,2023-10-18,F1_momentum,random_forest,1
1,0.02451206774047887,2023-10-19,F1_momentum,random_forest,1
2,0.025980603170641103,2023-10-19,F1_momentum,random_forest,1
3,0.008301262137581644,2023-10-19,F1_momentum,random_forest,1
4,0.03555532179348342,2023-10-19,F1_momentum,random_forest,1
5,0.01607944828394825,2023-10-19,F1_momentum,random_forest,1
1,0.021932337750183883,2023-10-20,F1_momentum,random_forest,1
2,-0.0062533506532274075,2023-10-20,F1_momentum,random_forest,1
3,0.019676386992547368,2023-10-20,F1_momentum,random_forest,1
4,0.009066474901956445,2023-10-20,F1_momentum,random_forest,1
5,0.032956549528761925,2023-10-20,F1_momentum,random_forest,1
1,0.0015600145134149201,2023-10-23,F1_momentum,random_forest,1
2,0.028754812486583736,2023-10-23,F1_momentum,random_forest,1
3,0.010019269674489961,2023-10-23,F1_momentum,random_forest,1
4,-0.003138973074853668,2023-10-23,F1_momentum,random_forest,1
5,0.006944787450415824,2023-10-23,F1_momentum,random_forest,1
1,2.54102197372319e-06,2023-10-24,F1_momentum,random_forest,1
2,-0.004130728802148376,2023-10-24,F1_momentum,random_forest,1
3,0.013837220947385376,2023-10-24,F1_momentum,random_forest,1
4,-0.0005209198711516594,2023-10-24,F1_momentum,random_forest,1
5,0.012454622346277033,2023-10-24,F1_momentum,random_forest,1
1,0.01196160731597895,2023-10-25,F1_momentum,random_forest,1
2,0.04828663912350972,2023-10-25,F1_momentum,random_forest,1
3,0.019637832560961632,2023-10-25,F1_momentum,random_forest,1
4,0.007254116875223815,2023-10-25,F1_momentum,random_forest,1
5,0.004804122494602603,2023-10-25,F1_momentum,random_forest,1
1,-0.002063028075955542,2023-10-26,F1_momentum,random_forest,1
2,0.02142372942245907,2023-10-26,F1_momentum,random_forest,1
3,-0.002975743724143831,2023-10-26,F1_momentum,random_forest,1
4,0.0055688829000763995,2023-10-26,F1_momentum,random_forest,1
5,0.0052573560909767725,2023-10-26,F1_momentum,random_forest,1
1,0.009977919473163899,2023-10-27,F1_momentum,random_forest,1
2,-0.010618546976071008,2023-10-27,F1_momentum,random_forest,1
3,0.0020885154121850213,2023-10-27,F1_momentum,random_forest,1
4,0.020971265653159543,2023-10-27,F1_momentum,random_forest,1
5,-0.0019348113071291917,2023-10-27,F1_momentum,random_forest,1
1,0.01738515531324092,2023-10-30,F1_momentum,random_forest,1
2,0.03538544870988103,2023-10-30,F1_momentum,random_forest,1
3,0.01377218228562127,2023-10-30,F1_momentum,random_forest,1
4,0.01699958392803458,2023-10-30,F1_momentum,random_forest,1
5,0.0032939506737953983,2023-10-30,F1_momentum,random_forest,1
1,-0.01356104460702795,2023-10-31,F1_momentum,random_forest,1
2,-0.009250572955452396,2023-10-31,F1_momentum,random_forest,1
3,0.004295933486170134,2023-10-31,F1_momentum,random_forest,1
4,0.01782578291409509,2023-10-31,F1_momentum,random_forest,1
5,-0.00045047058383984595,2023-10-31,F1_momentum,random_forest,1
1,-0.005104020162069012,2023-11-01,F1_momentum,random_forest,1
2,-0.04287188486483062,2023-11-01,F1_momentum,random_forest,1
3,0.008237294530724859,2023-11-01,F1_momentum,random_forest,1
4,-0.003376500956979722,2023-11-01,F1_momentum,random_forest,1
5,-0.004214783328288729,2023-11-01,F1_momentum,random_forest,1
1,0.018996033647374122,2023-11-02,F1_momentum,random_forest,1
2,-0.01971886719383864,2023-11-02,F1_momentum,random_forest,1
3,-0.011005747444953307,2023-11-02,F1_momentum,random_forest,1
4,-0.006363397634705281,2023-11-02,F1_momentum,random_forest,1
5,-0.0010915718940551766,2023-11-02,F1_momentum,random_forest,1
1,0.006372220894960923,2023-11-03,F1_momentum,random_forest,1
2,0.02107769417444083,2023-11-03,F1_momentum,random_forest,1
3,-0.0004990222361069274,2023-11-03,F1_momentum,random_forest,1
4,-0.015981013483541973,2023-11-03,F1_momentum,random_forest,1
5,-0.002832335643715378,2023-11-03,F1_momentum,random_forest,1
1,-0.009621045196102074,2023-11-06,F1_momentum,random_forest,1
2,0.015636138778210018,2023-11-06,F1_momentum,random_forest,1
3,0.006443405076538289,2023-11-06,F1_momentum,random_forest,1
4,-0.008041432442360774,2023-11-06,F1_momentum,random_forest,1
5,0.007052317529697261,2023-11-06,F1_momentum,random_forest,1
1,-0.005489308053761133,2023-11-07,F1_momentum,random_forest,1
2,-0.004641818854326463,2023-11-07,F1_momentum,random_forest,1
3,0.0016697666625852814,2023-11-07,F1_momentum,random_forest,1
4,0.004053077597229393,2023-11-07,F1_momentum,random_forest,1
5,0.0025405423885623835,2023-11-07,F1_momentum,random_forest,1
1,-0.0028130765431978455,2023-11-08,F1_momentum,random_forest,1
2,0.0035682493806539206,2023-11-08,F1_momentum,random_forest,1
3,0.010658658053566916,2023-11-08,F1_momentum,random_forest,1
4,0.0033575558571081743,2023-11-08,F1_momentum,random_forest,1
5,0.021524239254291033,2023-11-08,F1_momentum,random_forest,1
1,0.007947116989032221,2023-11-09,F1_momentum,random_forest,1
2,-0.003098662107050787,2023-11-09,F1_momentum,random_forest,1
3,0.008392657997553954,2023-11-09,F1_momentum,random_forest,1
4,-0.015656709881660458,2023-11-09,F1_momentum,random_forest,1
5,-0.009936541945748278,2023-11-09,F1_momentum,random_forest,1
1,-0.005909721640366905,2023-11-10,F1_momentum,random_forest,1
2,0.017835511843119267,2023-11-10,F1_momentum,random_forest,1
3,0.030230450692018462,2023-11-10,F1_momentum,random_forest,1
4,0.0005618470811246112,2023-11-10,F1_momentum,random_forest,1
5,0.018241921296292762,2023-11-10,F1_momentum,random_forest,1
1,0.00288666027904938,2023-11-13,F1_momentum,random_forest,1
2,-0.0027825578807781914,2023-11-13,F1_momentum,random_forest,1
3,-0.014173074792287577,2023-11-13,F1_momentum,random_forest,1
4,0.03659336588244311,2023-11-13,F1_momentum,random_forest,1
5,-0.02049307044781229,2023-11-13,F1_momentum,random_forest,1
1,-0.006099353917234485,2023-11-14,F1_momentum,random_forest,1
2,-0.010403896226085396,2023-11-14,F1_momentum,random_forest,1
3,-0.010548663899442368,2023-11-14,F1_momentum,random_forest,1
4,-0.020356773531177264,2023-11-14,F1_momentum,random_forest,1
5,-0.00684276245027049,2023-11-14,F1_momentum,random_forest,1
1,0.019701344502290552,2023-11-15,F1_momentum,random_forest,1
2,0.023103851607511716,2023-11-15,F1_momentum,random_forest,1
3,0.0054258369416254615,2023-11-15,F1_momentum,random_forest,1
4,0.04298915947686033,2023-11-15,F1_momentum,random_forest,1
5,0.012538817073647901,2023-11-15,F1_momentum,random_forest,1
1,-0.004770115846254641,2023-11-16,F1_momentum,random_forest,1
2,0.005746225050741627,2023-11-16,F1_momentum,random_forest,1
3,-0.002794795743089773,2023-11-16,F1_momentum,random_forest,1
4,-0.014698407047586515,2023-11-16,F1_momentum,random_forest,1
5,0.00691598521587089,2023-11-16,F1_momentum,random_forest,1
1,-0.012758181922627565,2023-11-17,F1_momentum,random_forest,1
2,-0.003320620267657337,2023-11-17,F1_momentum,random_forest,1
3,-0.005069859917903818,2023-11-17,F1_momentum,random_forest,1
4,-0.03367909748526643,2023-11-17,F1_momentum,random_forest,1
5,-0.029540063268403804,2023-11-17,F1_momentum,random_forest,1
1,-0.013454730856208352,2023-11-20,F1_momentum,random_forest,1
2,-0.028096561436533496,2023-11-20,F1_momentum,random_forest,1
3,-0.010994098941960573,2023-11-20,F1_momentum,random_forest,1
4,-0.023812157212610874,2023-11-20,F1_momentum,random_forest,1
5,-0.016896670361239208,2023-11-20,F1_momentum,random_forest,1
1,-0.013843772265871579,2023-11-21,F1_momentum,random_forest,1
2,-0.029465289647310988,2023-11-21,F1_momentum,random_forest,1
3,-0.011809923369131836,2023-11-21,F1_momentum,random_forest,1
4,-0.011352708485166785,2023-11-21,F1_momentum,random_forest,1
5,-0.008248596848702827,2023-11-21,F1_momentum,random_forest,1
1,-0.009968770772691649,2023-11-22,F1_momentum,random_forest,1
2,-0.005403176420380795,2023-11-22,F1_momentum,random_forest,1
3,0.01378843558920495,2023-11-22,F1_momentum,random_forest,1
4,-0.01573243004833691,2023-11-22,F1_momentum,random_forest,1
5,-0.0022661726911544777,2023-11-22,F1_momentum,random_forest,1
1,-0.014927311480876337,2023-11-23,F1_momentum,random_forest,1
2,0.003903026052713976,2023-11-23,F1_momentum,random_forest,1
3,-0.01077355474522762,2023-11-23,F1_momentum,random_forest,1
4,-0.008344623988439381,2023-11-23,F1_momentum,random_forest,1
5,-0.011664275332204155,2023-11-23,F1_momentum,random_forest,1
1,-0.019754894337101425,2023-11-24,F1_momentum,random_forest,1
2,0.004257461966266529,2023-11-24,F1_momentum,random_forest,1
3,0.0008097111808262891,2023-11-24,F1_momentum,random_forest,1
4,-0.004085689383359514,2023-11-24,F1_momentum,random_forest,1
